timestamp,dublin_time,time_period,frame_number,person_count,background_person_count,vehicle_count,bicycle_count,umbrella_count,total_objects,crowd_level,waving_count,photo_taking_count,safety_status,choke_point_count,grid_max_density,baseline_count,active_alerts,grid_density_json,fps
2026-04-03T15:31:51.632202+01:00,15:31:51,Afternoon,184,11,1,0,0,0,11,NORMAL,0,0,NORMAL,1,4,13.1,,"[[0, 0, 0, 0, 0], [0, 1, 0, 1, 0], [0, 4, 3, 2, 0]]",4.9
2026-04-03T15:31:52.186132+01:00,15:31:52,Afternoon,186,11,1,0,0,0,11,NORMAL,0,0,NORMAL,1,4,13.1,,"[[0, 0, 0, 0, 0], [0, 1, 0, 1, 0], [0, 4, 3, 2, 0]]",4.9
2026-04-03T15:31:52.718806+01:00,15:31:52,Afternoon,188,13,5,0,0,0,13,NORMAL,0,0,WARNING,1,4,12.7,CHOKE_POINT,"[[0, 0, 0, 0, 0], [1, 1, 2, 1, 0], [0, 2, 4, 2, 0]]",2.8
2026-04-03T15:31:53.259936+01:00,15:31:53,Afternoon,190,17,9,0,0,0,17,CROWDED,0,0,WARNING,1,4,12.7,CHOKE_POINT,"[[0, 0, 0, 0, 0], [1, 1, 2, 1, 0], [0, 2, 4, 2, 0]]",2.8
2026-04-03T15:31:53.807786+01:00,15:31:53,Afternoon,192,17,9,0,0,0,17,CROWDED,0,0,WARNING,1,5,13.0,CHOKE_POINT,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.8
2026-04-03T15:31:54.323366+01:00,15:31:54,Afternoon,194,17,9,0,0,0,17,CROWDED,0,0,WARNING,1,5,13.0,CHOKE_POINT,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.8
2026-04-03T15:31:54.858873+01:00,15:31:54,Afternoon,196,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.3,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.7
2026-04-03T15:31:55.369203+01:00,15:31:55,Afternoon,198,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.3,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.7
2026-04-03T15:31:55.895999+01:00,15:31:55,Afternoon,200,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.6,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.8
2026-04-03T15:31:56.386407+01:00,15:31:56,Afternoon,202,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.6,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",3.8
2026-04-03T15:31:56.859402+01:00,15:31:56,Afternoon,204,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.9,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",4.0
2026-04-03T15:31:57.343397+01:00,15:31:57,Afternoon,206,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,13.9,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",4.0
2026-04-03T15:31:57.872590+01:00,15:31:57,Afternoon,208,17,9,0,0,0,17,CROWDED,0,0,NORMAL,1,5,14.2,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",4.0
2026-04-03T15:31:58.383588+01:00,15:31:58,Afternoon,210,25,15,0,0,0,26,CROWDED,0,0,NORMAL,1,5,14.2,,"[[0, 0, 0, 0, 0], [2, 5, 3, 1, 0], [0, 2, 3, 1, 0]]",4.0
2026-04-03T15:31:58.922314+01:00,15:31:58,Afternoon,212,25,15,0,0,0,26,CROWDED,0,0,WARNING,3,11,15.6,CHOKE_POINT;CHOKE_POINT,"[[0, 0, 0, 0, 0], [3, 11, 0, 1, 0], [1, 4, 5, 0, 0]]",4.0
